clients,accuracy,f1,best_accuracy,best_f1,avg_round_time_sec,final_round_time_sec,avg_encryption_time_sec,avg_he_aggregation_time_sec,avg_decryption_time_sec,avg_crypto_overhead_percent,final_encrypted_upload_mb,avg_encrypted_upload_mb,final_per,final_icr,final_pcr,final_lcr,final_vcr,final_infcr,blockchain_tx_count,ledger_size_kb,avg_block_creation_time_ms,blockchain_verification_time_ms,chain_valid,tamper_detected,client_dirs_reused
4,0.9675,0.9674835385413866,0.9675,0.9674835385413866,51.483135318756105,49.23387956619263,0.7360321640968323,0.48082499504089354,0.13319072723388672,6.9919574922753895,156.84757614135742,156.84776573181153,0.12468436027939384,0.3196378955080244,0.9996222964948673,0.9652705558197248,0.874418663243377,0.9459607247905274,31,28.2919921875,0.22769999777665362,1.0239999974146485,True,True,False
8,0.97,0.9699879951980793,0.97,0.9699879951980793,90.40671520233154,90.42909455299377,0.7236362338066101,0.9575549602508545,0.13167033195495606,7.6082644639819375,313.68979930877686,313.68909454345703,0.12468286406108561,0.27863488237027106,0.9995200870242616,0.9761037478897565,0.8634663773853957,0.9568295765143808,51,45.6689453125,0.323799999023322,3.3316000044578686,True,True,True
12,0.9775,0.9774998593741211,0.9775,0.9774998593741211,137.4670747756958,134.81383395195007,0.7234651406606039,1.4332132816314698,0.1309053421020508,7.453993059561883,470.5389041900635,470.5382040023804,0.12468286406108559,0.268718862000358,0.9994006193400349,0.9816177191068238,0.8490737158353735,0.9634029189119042,71,63.6787109375,0.7554199997684918,2.1940000005997717,True,True,True
