budget_bytes,selected_key_count,sensitive_he_parameter_ratio,plaintext_residual_parameter_ratio,final_accuracy,final_precision,final_recall,final_f1,best_accuracy,best_f1,final_encrypted_upload_mb,final_plain_selected_upload_mb,final_crypto_overhead_percent,final_round_time_sec,chain_valid,tamper_detected
2000000,105,0.12468136784277738,0.8753186321572226,0.945,0.9504504504504504,0.945,0.9448331201885705,0.945,0.9448331201885705,156.84617710113525,7.629180908203125,17.497568233233608,60.6041841506958,True,True
4000000,139,0.24936921929822373,0.7506307807017762,0.945,0.9504504504504504,0.945,0.9448331201885705,0.945,0.9448331201885705,312.4308223724365,15.258758544921875,26.430823907027808,71.41925024986267,True,True
8000000,158,0.49873744111757534,0.5012625588824247,0.945,0.9504504504504504,0.945,0.9448331201885705,0.945,0.9448331201885705,623.545880317688,30.5174560546875,38.82340994007536,113.49445915222168,True,True
